fips,city,state,cum_total_confirmed_to_date
84047093,Knox,Tennessee,17242
84047095,Lake,Tennessee,1137
84047097,Lauderdale,Tennessee,1967
84047099,Lawrence,Tennessee,2457
84047101,Lewis,Tennessee,697
84047103,Lincoln,Tennessee,1420
84047105,Loudon,Tennessee,2125
84047111,Macon,Tennessee,1740
84047113,Madison,Tennessee,4974
84047115,Marion,Tennessee,1022
84047117,Marshall,Tennessee,1600
84047119,Maury,Tennessee,5373
84047107,McMinn,Tennessee,2294
84047109,McNairy,Tennessee,1364
84047121,Meigs,Tennessee,455
84047123,Monroe,Tennessee,1951
84047125,Montgomery,Tennessee,6044
84047127,Moore,Tennessee,361
84047129,Morgan,Tennessee,639
84047131,Obion,Tennessee,2466
84080047,Out of TN,Tennessee,6470
84047133,Overton,Tennessee,1487
84047135,Perry,Tennessee,456
84047137,Pickett,Tennessee,362
84047139,Polk,Tennessee,619
84047141,Putnam,Tennessee,5647
84047143,Rhea,Tennessee,1525
84047145,Roane,Tennessee,2149
84047147,Robertson,Tennessee,3467
84047149,Rutherford,Tennessee,16458
84047151,Scott,Tennessee,911
84047153,Sequatchie,Tennessee,487
84047155,Sevier,Tennessee,4495
84047157,Shelby,Tennessee,45045
84047159,Smith,Tennessee,1362
84047161,Stewart,Tennessee,539
84047163,Sullivan,Tennessee,5855
84047165,Sumner,Tennessee,8833
84047167,Tipton,Tennessee,3367
84047169,Trousdale,Tennessee,1888
84090047,Unassigned,Tennessee,3992
84047171,Unicoi,Tennessee,754
84047173,Union,Tennessee,673
84047175,Van Buren,Tennessee,336
84047177,Warren,Tennessee,2229
84047179,Washington,Tennessee,5415
84047181,Wayne,Tennessee,1785
84047183,Weakley,Tennessee,2040
84047185,White,Tennessee,1647
84047187,Williamson,Tennessee,10323
84047189,Wilson,Tennessee,6794
84048001,Anderson,Texas,3127
84048003,Andrews,Texas,977
84048005,Angelina,Texas,2515
84048007,Aransas,Texas,376
84048009,Archer,Texas,231
84048011,Armstrong,Texas,42
84048013,Atascosa,Texas,1417
84048015,Austin,Texas,558
84048017,Bailey,Texas,454
84048019,Bandera,Texas,223
84048021,Bastrop,Texas,2216
84048023,Baylor,Texas,52
84048025,Bee,Texas,1936
84048027,Bell,Texas,8018
84048029,Bexar,Texas,72805
84048031,Blanco,Texas,178
84048033,Borden,Texas,5
84048035,Bosque,Texas,507
84048037,Bowie,Texas,2414
84048039,Brazoria,Texas,13722
84048041,Brazos,Texas,9032
84048043,Brewster,Texas,439
84048045,Briscoe,Texas,39
84048047,Brooks,Texas,389
84048049,Brown,Texas,885
84048051,Burleson,Texas,628
84048053,Burnet,Texas,1324
84048055,Caldwell,Texas,1820
84048057,Calhoun,Texas,973
84048059,Callahan,Texas,197
84048061,Cameron,Texas,25507
84048063,Camp,Texas,441
84048065,Carson,Texas,87
84048067,Cass,Texas,719
84048069,Castro,Texas,439
84048071,Chambers,Texas,1845
84048073,Cherokee,Texas,1726
84048075,Childress,Texas,812
84048077,Clay,Texas,244
84048079,Cochran,Texas,148
84048081,Coke,Texas,163
84048083,Coleman,Texas,173
84048085,Collin,Texas,22691
84048087,Collingsworth,Texas,38
84048089,Colorado,Texas,559
84048091,Comal,Texas,3110
84048093,Comanche,Texas,421
84048095,Concho,Texas,181
84048097,Cooke,Texas,715
84048099,Coryell,Texas,2301
84048101,Cottle,Texas,52
84048103,Crane,Texas,159
84048105,Crockett,Texas,210
84048107,Crosby,Texas,165
84048109,Culberson,Texas,175
84048111,Dallam,Texas,426
84048113,Dallas,Texas,117151
84048115,Dawson,Texas,1147
84048123,DeWitt,Texas,1190
84048117,Deaf Smith,Texas,1224
84048119,Delta,Texas,46
84048121,Denton,Texas,18382
84048125,Dickens,Texas,65
84048127,Dimmit,Texas,341
84048129,Donley,Texas,107
84048131,Duval,Texas,570
84048133,Eastland,Texas,338
84048135,Ector,Texas,8206
84048137,Edwards,Texas,81
84048141,El Paso,Texas,80291
84048139,Ellis,Texas,6107
84048143,Erath,Texas,1251
84048145,Falls,Texas,771
84048147,Fannin,Texas,948
84048149,Fayette,Texas,751
84048151,Fisher,Texas,145
84048153,Floyd,Texas,182
84048155,Foard,Texas,25
84048157,Fort Bend,Texas,19352
84048159,Franklin,Texas,245
84048161,Freestone,Texas,500
84048163,Frio,Texas,1084
84048165,Gaines,Texas,870
84048167,Galveston,Texas,14020
84048169,Garza,Texas,159
84048171,Gillespie,Texas,443
84048173,Glasscock,Texas,30
84048175,Goliad,Texas,177
84048177,Gonzales,Texas,1208
84048179,Gray,Texas,1201
84048181,Grayson,Texas,3921
84048183,Gregg,Texas,3109
84048185,Grimes,Texas,1327
84048187,Guadalupe,Texas,4145
84048189,Hale,Texas,3742
84048191,Hall,Texas,76
84048193,Hamilton,Texas,278
84048195,Hansford,Texas,226
84048197,Hardeman,Texas,77
84048199,Hardin,Texas,1578
84048201,Harris,Texas,181361
84048203,Harrison,Texas,1218
84048205,Hartley,Texas,204
84048207,Haskell,Texas,95
84048209,Hays,Texas,6960
84048211,Hemphill,Texas,234
84048213,Henderson,Texas,1699
84048215,Hidalgo,Texas,40085
84048217,Hill,Texas,1147
84048219,Hockley,Texas,1234
84048221,Hood,Texas,1472
84048223,Hopkins,Texas,793
84048225,Houston,Texas,544
84048227,Howard,Texas,1627
84048229,Hudspeth,Texas,140
84048231,Hunt,Texas,2601
84048233,Hutchinson,Texas,608
84048235,Irion,Texas,16
84048237,Jack,Texas,215
84048239,Jackson,Texas,767
84048241,Jasper,Texas,541
84048243,Jeff Davis,Texas,44
84048245,Jefferson,Texas,9804
84048247,Jim Hogg,Texas,206
84048249,Jim Wells,Texas,1910
84048251,Johnson,Texas,4842
84048253,Jones,Texas,1596
84048255,Karnes,Texas,993
84048257,Kaufman,Texas,4315
84048259,Kendall,Texas,483
84048261,Kenedy,Texas,11
84048263,Kent,Texas,23
84048265,Kerr,Texas,870
84048267,Kimble,Texas,79
84048269,King,Texas,1
84048271,Kinney,Texas,85
84048273,Kleberg,Texas,1160
84048275,Knox,Texas,117
84048283,La Salle,Texas,388
84048277,Lamar,Texas,2385
84048279,Lamb,Texas,914
84048281,Lampasas,Texas,363
84048285,Lavaca,Texas,1333
84048287,Lee,Texas,277
84048289,Leon,Texas,427
84048291,Liberty,Texas,2414
84048293,Limestone,Texas,764
84048295,Lipscomb,Texas,120
84048297,Live Oak,Texas,419
84048299,Llano,Texas,261
84048301,Loving,Texas,1
84048303,Lubbock,Texas,28134
84048305,Lynn,Texas,313
84048313,Madison,Texas,849
84048315,Marion,Texas,182
84048317,Martin,Texas,176
84048319,Mason,Texas,133
84048321,Matagorda,Texas,1204
84048323,Maverick,Texas,4722
84048307,McCulloch,Texas,277
84048309,McLennan,Texas,13156
84048311,McMullen,Texas,27
84048325,Medina,Texas,1378
84048327,Menard,Texas,104
84048329,Midland,Texas,6576
84048331,Milam,Texas,615
84048333,Mills,Texas,129
84048335,Mitchell,Texas,304
84048337,Montague,Texas,511
84048339,Montgomery,Texas,15920
84048341,Moore,Texas,1579
84048343,Morris,Texas,265
84048345,Motley,Texas,19
84048347,Nacogdoches,Texas,1925
84048349,Navarro,Texas,1729
84048351,Newton,Texas,195
84048353,Nolan,Texas,655
84048355,Nueces,Texas,23130
84048357,Ochiltree,Texas,494
84048359,Oldham,Texas,36
84048361,Orange,Texas,2495
84080048,Out of TX,Texas,0
84048363,Palo Pinto,Texas,891
84048365,Panola,Texas,523
84048367,Parker,Texas,3449
84048369,Parmer,Texas,674
84048371,Pecos,Texas,692
84048373,Polk,Texas,991
84048375,Potter,Texas,11521
84048377,Presidio,Texas,272
84048379,Rains,Texas,152
84048381,Randall,Texas,9326
84048383,Reagan,Texas,162
84048385,Real,Texas,130
84048387,Red River,Texas,218
84048389,Reeves,Texas,470
84048391,Refugio,Texas,333
84048393,Roberts,Texas,24
84048395,Robertson,Texas,484
84048397,Rockwall,Texas,2538
84048399,Runnels,Texas,335
84048401,Rusk,Texas,1176
84048403,Sabine,Texas,121
84048405,San Augustine,Texas,256
84048407,San Jacinto,Texas,250
84048409,San Patricio,Texas,1819
84048411,San Saba,Texas,294
84048413,Schleicher,Texas,109
84048415,Scurry,Texas,1486
84048417,Shackelford,Texas,47
84048419,Shelby,Texas,596
84048421,Sherman,Texas,88
84048423,Smith,Texas,5677
84048425,Somervell,Texas,228
84048427,Starr,Texas,3784
84048429,Stephens,Texas,228
84048431,Sterling,Texas,33
84048433,Stonewall,Texas,24
84048435,Sutton,Texas,197
84048437,Swisher,Texas,239
84048439,Tarrant,Texas,90316
84048441,Taylor,Texas,3033
84048443,Terrell,Texas,13
84048445,Terry,Texas,890
84048447,Throckmorton,Texas,23
84048449,Titus,Texas,1831
84048451,Tom Green,Texas,8087
84048453,Travis,Texas,36175
84048455,Trinity,Texas,225
84048457,Tyler,Texas,295
84090048,Unassigned,Texas,0
84048459,Upshur,Texas,591
84048461,Upton,Texas,43
84048463,Uvalde,Texas,1046
84048465,Val Verde,Texas,2932
84048467,Van Zandt,Texas,1027
84048469,Victoria,Texas,4780
84048471,Walker,Texas,4094
84048473,Waller,Texas,1088
84048475,Ward,Texas,314
84048477,Washington,Texas,915
84048479,Webb,Texas,18369
84048481,Wharton,Texas,1555
84048483,Wheeler,Texas,210
84048485,Wichita,Texas,6141
84048487,Wilbarger,Texas,593
84048489,Willacy,Texas,1319
84048491,Williamson,Texas,11559
84048493,Wilson,Texas,1080
84048495,Winkler,Texas,266
84048497,Wise,Texas,1418
84048499,Wood,Texas,853
84048501,Yoakum,Texas,579
84048503,Young,Texas,810
84048505,Zapata,Texas,451
84048507,Zavala,Texas,553
84070015,Bear River,Utah,8962
84049001,Beaver,Utah,0
84049003,Box Elder,Utah,0
84049005,Cache,Utah,0
84049007,Carbon,Utah,0
84070016,Central Utah,Utah,2668
84049009,Daggett,Utah,0
84049011,Davis,Utah,14498
84049013,Duchesne,Utah,0
84049015,Emery,Utah,0
84049017,Garfield,Utah,0
84049019,Grand,Utah,0
84049021,Iron,Utah,0
84049023,Juab,Utah,0
84049025,Kane,Utah,0
84049027,Millard,Utah,0
84049029,Morgan,Utah,0
84080049,Out of UT,Utah,0
84049031,Piute,Utah,0
84049033,Rich,Utah,0
84049035,Salt Lake,Utah,72206
84049037,San Juan,Utah,981
84049039,Sanpete,Utah,0
84049041,Sevier,Utah,0
84070017,Southeast Utah,Utah,1139
84070018,Southwest Utah,Utah,10370
84049043,Summit,Utah,2056
84049045,Tooele,Utah,2559
84070019,TriCounty,Utah,1245
84049047,Uintah,Utah,0
84090049,Unassigned,Utah,0
84049049,Utah,Utah,43875
84049051,Wasatch,Utah,1844
84049053,Washington,Utah,0
84049055,Wayne,Utah,0
84049057,Weber,Utah,0
84070020,Weber-Morgan,Utah,11576
84050001,Addison,Vermont,160
84050003,Bennington,Vermont,188
84050005,Caledonia,Vermont,97
84050007,Chittenden,Vermont,1341
84050009,Essex,Vermont,26
84050011,Franklin,Vermont,191
84050013,Grand Isle,Vermont,36
84050015,Lamoille,Vermont,130
84050017,Orange,Vermont,165
84050019,Orleans,Vermont,111
84080050,Out of VT,Vermont,0
84050021,Rutland,Vermont,212
84090050,Unassigned,Vermont,8
84050023,Washington,Vermont,519
84050025,Windham,Vermont,193
84050027,Windsor,Vermont,169
850,,Virgin Islands,1491
84051001,Accomack,Virginia,1288
84051003,Albemarle,Virginia,1786
84051510,Alexandria,Virginia,4882
84051005,Alleghany,Virginia,271
84051007,Amelia,Virginia,174
84051009,Amherst,Virginia,715
84051011,Appomattox,Virginia,373
84051013,Arlington,Virginia,5673
84051015,Augusta,Virginia,1018
84051017,Bath,Virginia,51
84051019,Bedford,Virginia,1676
84051021,Bland,Virginia,115
84051023,Botetourt,Virginia,685
84051520,Bristol,Virginia,474
84051025,Brunswick,Virginia,454
84051027,Buchanan,Virginia,364
84051029,Buckingham,Virginia,839
84051530,Buena Vista,Virginia,219
84051031,Campbell,Virginia,1012
84051033,Caroline,Virginia,538
84051035,Carroll,Virginia,842
84051036,Charles City,Virginia,134
84051037,Charlotte,Virginia,267
84051540,Charlottesville,Virginia,1788
84051550,Chesapeake,Virginia,5856
84051041,Chesterfield,Virginia,8540
84051043,Clarke,Virginia,179
84051570,Colonial Heights,Virginia,374
84051580,Covington,Virginia,118
84051045,Craig,Virginia,81
84051047,Culpeper,Virginia,1872
84051049,Cumberland,Virginia,142
84051590,Danville,Virginia,1506
84051051,Dickenson,Virginia,234
84051053,Dinwiddie,Virginia,622
84051595,Emporia,Virginia,311
84051057,Essex,Virginia,224
84051059,Fairfax,Virginia,28060
84051600,Fairfax City,Virginia,197
84051610,Falls Church,Virginia,88
84051061,Fauquier,Virginia,1337
84051063,Floyd,Virginia,307
84051065,Fluvanna,Virginia,472
84051067,Franklin,Virginia,1397
84051620,Franklin City,Virginia,534
84051069,Frederick,Virginia,1759
84051630,Fredericksburg,Virginia,649
84051640,Galax,Virginia,524
84051071,Giles,Virginia,234
84051073,Gloucester,Virginia,392
84051075,Goochland,Virginia,392
84051077,Grayson,Virginia,483
84051079,Greene,Virginia,341
84051081,Greensville,Virginia,926
84051083,Halifax,Virginia,772
84051650,Hampton,Virginia,2534
84051085,Hanover,Virginia,2163
84051660,Harrisonburg,Virginia,3347
84051087,Henrico,Virginia,7683
84051089,Henry,Virginia,1712
84051091,Highland,Virginia,14
84051670,Hopewell,Virginia,580
84051093,Isle of Wight,Virginia,967
84051095,James City,Virginia,1111
84051099,King George,Virginia,361
84051101,King William,Virginia,264
84051097,King and Queen,Virginia,101
84051103,Lancaster,Virginia,224
84051105,Lee,Virginia,789
84051678,Lexington,Virginia,321
84051107,Loudoun,Virginia,9216
84051109,Louisa,Virginia,467
84051111,Lunenburg,Virginia,162
84051680,Lynchburg,Virginia,2469
84051113,Madison,Virginia,173
84051683,Manassas,Virginia,2197
84051685,Manassas Park,Virginia,692
84051690,Martinsville,Virginia,624
84051115,Mathews,Virginia,152
84051117,Mecklenburg,Virginia,968
84051119,Middlesex,Virginia,152
84051121,Montgomery,Virginia,3675
84051125,Nelson,Virginia,164
84051127,New Kent,Virginia,351
84051700,Newport News,Virginia,3729
84051710,Norfolk,Virginia,6178
84051131,Northampton,Virginia,335
84051133,Northumberland,Virginia,247
84051720,Norton,Virginia,69
84051135,Nottoway,Virginia,478
84051137,Orange,Virginia,518
84080051,Out of VA,Virginia,0
84051139,Page,Virginia,551
84051141,Patrick,Virginia,422
84051730,Petersburg,Virginia,1037
84051143,Pittsylvania,Virginia,1586
84051735,Poquoson,Virginia,125
84051740,Portsmouth,Virginia,3067
84051145,Powhatan,Virginia,400
84051147,Prince Edward,Virginia,845
84051149,Prince George,Virginia,1361
84051153,Prince William,Virginia,16724
84051155,Pulaski,Virginia,530
84051750,Radford,Virginia,1100
84051157,Rappahannock,Virginia,75
84051159,Richmond,Virginia,382
84051760,Richmond City,Virginia,6268
84051161,Roanoke,Virginia,2500
84051770,Roanoke City,Virginia,3820
84051163,Rockbridge,Virginia,220
84051165,Rockingham,Virginia,2110
84051167,Russell,Virginia,734
84051775,Salem,Virginia,794
84051169,Scott,Virginia,689
84051171,Shenandoah,Virginia,1279
84051173,Smyth,Virginia,916
84051175,Southampton,Virginia,964
84051177,Spotsylvania,Virginia,2891
84051179,Stafford,Virginia,2960
84051790,Staunton,Virginia,562
84051800,Suffolk,Virginia,2602
84051181,Surry,Virginia,156
84051183,Sussex,Virginia,659
84051185,Tazewell,Virginia,894
84090051,Unassigned,Virginia,0
84051810,Virginia Beach,Virginia,9865
84051187,Warren,Virginia,749
84051191,Washington,Virginia,1558
84051820,Waynesboro,Virginia,527
84051193,Westmoreland,Virginia,395
84051830,Williamsburg,Virginia,279
84051840,Winchester,Virginia,855
84051195,Wise,Virginia,1114
84051197,Wythe,Virginia,549
84051199,York,Virginia,817
84053001,Adams,Washington,1243
84053003,Asotin,Washington,537
84053005,Benton,Washington,7112
84053007,Chelan,Washington,2210
84053009,Clallam,Washington,377
84053011,Clark,Washington,7198
84053013,Columbia,Washington,28
84053015,Cowlitz,Washington,1152
84053017,Douglas,Washington,1295
84053019,Ferry,Washington,48
84053021,Franklin,Washington,5813
84053023,Garfield,Washington,52
84053025,Grant,Washington,3799
84053027,Grays Harbor,Washington,922
84053029,Island,Washington,552
84053031,Jefferson,Washington,139
84053033,King,Washington,37631
84053035,Kitsap,Washington,2122
84053037,Kittitas,Washington,867
84053039,Klickitat,Washington,239
84053041,Lewis,Washington,1010
84053043,Lincoln,Washington,129
84053045,Mason,Washington,654
84053047,Okanogan,Washington,1184
84080053,Out of WA,Washington,0
84053049,Pacific,Washington,192
84053051,Pend Oreille,Washington,192
84053053,Pierce,Washington,14228
84053055,San Juan,Washington,56
84053057,Skagit,Washington,1736
84053059,Skamania,Washington,88
84053061,Snohomish,Washington,12337
84053063,Spokane,Washington,13668
84053065,Stevens,Washington,490
84053067,Thurston,Washington,2531
84090053,Unassigned,Washington,487
84053069,Wahkiakum,Washington,13
84053071,Walla Walla,Washington,1882
84053073,Whatcom,Washington,2039
84053075,Whitman,Washington,2193
84053077,Yakima,Washington,12815
84054001,Barbour,West Virginia,333
84054003,Berkeley,West Virginia,2600
84054005,Boone,West Virginia,570
84054007,Braxton,West Virginia,99
84054009,Brooke,West Virginia,503
84054011,Cabell,West Virginia,2508
84054013,Calhoun,West Virginia,55
84054015,Clay,West Virginia,104
84054017,Doddridge,West Virginia,103
84054019,Fayette,West Virginia,1040
84054021,Gilmer,West Virginia,182
84054023,Grant,West Virginia,270
84054025,Greenbrier,West Virginia,373
84054027,Hampshire,West Virginia,256
84054029,Hancock,West Virginia,494
84054031,Hardy,West Virginia,192
84054033,Harrison,West Virginia,1052
84054035,Jackson,West Virginia,648
84054037,Jefferson,West Virginia,1128
84054039,Kanawha,West Virginia,5135
84054041,Lewis,West Virginia,217
84054043,Lincoln,West Virginia,377
84054045,Logan,West Virginia,978
84054049,Marion,West Virginia,701
84054051,Marshall,West Virginia,986
84054053,Mason,West Virginia,327
84054047,McDowell,West Virginia,567
84054055,Mercer,West Virginia,1194
84054057,Mineral,West Virginia,934
84054059,Mingo,West Virginia,901
84054061,Monongalia,West Virginia,2985
84054063,Monroe,West Virginia,326
84054065,Morgan,West Virginia,233
84054067,Nicholas,West Virginia,299
84054069,Ohio,West Virginia,1262
84080054,Out of WV,West Virginia,0
84054071,Pendleton,West Virginia,93
84054073,Pleasants,West Virginia,69
84054075,Pocahontas,West Virginia,94
84054077,Preston,West Virginia,432
84054079,Putnam,West Virginia,1585
84054081,Raleigh,West Virginia,1359
84054083,Randolph,West Virginia,617
84054085,Ritchie,West Virginia,120
84054087,Roane,West Virginia,144
84054089,Summers,West Virginia,251
84054091,Taylor,West Virginia,247
84054093,Tucker,West Virginia,101
84054095,Tyler,West Virginia,119
84090054,Unassigned,West Virginia,0
84054097,Upshur,West Virginia,422
84054099,Wayne,West Virginia,885
84054101,Webster,West Virginia,50
84054103,Wetzel,West Virginia,363
84054105,Wirt,West Virginia,83
84054107,Wood,West Virginia,2035
84054109,Wyoming,West Virginia,597
84055001,Adams,Wisconsin,1021
84055003,Ashland,Wisconsin,587
84055005,Barron,Wisconsin,3267
84055007,Bayfield,Wisconsin,625
84055009,Brown,Wisconsin,21579
84055011,Buffalo,Wisconsin,714
84055013,Burnett,Wisconsin,702
84055015,Calumet,Wisconsin,3996
84055017,Chippewa,Wisconsin,4218
84055019,Clark,Wisconsin,2059
84055021,Columbia,Wisconsin,3270
84055023,Crawford,Wisconsin,813
84055025,Dane,Wisconsin,25345
84055027,Dodge,Wisconsin,8010
84055029,Door,Wisconsin,1617
84055031,Douglas,Wisconsin,1723
84055033,Dunn,Wisconsin,2395
84055035,Eau Claire,Wisconsin,7184
84055037,Florence,Wisconsin,315
84055039,Fond du Lac,Wisconsin,8197
84055041,Forest,Wisconsin,733
84055043,Grant,Wisconsin,3354
84055045,Green,Wisconsin,1547
84055047,Green Lake,Wisconsin,1324
84055049,Iowa,Wisconsin,1198
84055051,Iron,Wisconsin,383
84055053,Jackson,Wisconsin,1505
84055055,Jefferson,Wisconsin,5108
84055057,Juneau,Wisconsin,1755
84055059,Kenosha,Wisconsin,9282
84055061,Kewaunee,Wisconsin,1589
84055063,La Crosse,Wisconsin,7547
84055065,Lafayette,Wisconsin,1028
84055067,Langlade,Wisconsin,1512
84055069,Lincoln,Wisconsin,1816
84055071,Manitowoc,Wisconsin,5092
84055073,Marathon,Wisconsin,9544
84055075,Marinette,Wisconsin,2933
84055077,Marquette,Wisconsin,1104
84055078,Menominee,Wisconsin,536
84055079,Milwaukee,Wisconsin,65295
84055081,Monroe,Wisconsin,2265
84055083,Oconto,Wisconsin,3174
84055085,Oneida,Wisconsin,2165
84080055,Out of WI,Wisconsin,0
84055087,Outagamie,Wisconsin,13633
84055089,Ozaukee,Wisconsin,4830
84055091,Pepin,Wisconsin,437
84055093,Pierce,Wisconsin,2150
84055095,Polk,Wisconsin,1846
84055097,Portage,Wisconsin,4508
84055099,Price,Wisconsin,676
84055101,Racine,Wisconsin,14206
84055103,Richland,Wisconsin,804
84055105,Rock,Wisconsin,8824
84055107,Rusk,Wisconsin,748
84055111,Sauk,Wisconsin,3352
84055113,Sawyer,Wisconsin,779
84055115,Shawano,Wisconsin,3645
84055117,Sheboygan,Wisconsin,8649
84055109,St. Croix,Wisconsin,4074
84055119,Taylor,Wisconsin,1116
84055121,Trempealeau,Wisconsin,2149
84090055,Unassigned,Wisconsin,0
84055123,Vernon,Wisconsin,970
84055125,Vilas,Wisconsin,1128
84055127,Walworth,Wisconsin,6260
84055129,Washburn,Wisconsin,583
84055131,Washington,Wisconsin,8801
84055133,Waukesha,Wisconsin,25542
84055135,Waupaca,Wisconsin,3924
84055137,Waushara,Wisconsin,1722
84055139,Winnebago,Wisconsin,13485
84055141,Wood,Wisconsin,3952
84056001,Albany,Wyoming,2830
84056003,Big Horn,Wyoming,422
84056005,Campbell,Wyoming,2488
84056007,Carbon,Wyoming,568
84056009,Converse,Wyoming,537
84056011,Crook,Wyoming,273
84056013,Fremont,Wyoming,2850
84056015,Goshen,Wyoming,514
84056017,Hot Springs,Wyoming,118
84056019,Johnson,Wyoming,255
84056021,Laramie,Wyoming,4071
84056023,Lincoln,Wyoming,574
84056025,Natrona,Wyoming,4108
84056027,Niobrara,Wyoming,90
84080056,Out of WY,Wyoming,0
84056029,Park,Wyoming,1161
84056031,Platte,Wyoming,284
84056033,Sheridan,Wyoming,1595
84056035,Sublette,Wyoming,369
84056037,Sweetwater,Wyoming,1378
84056039,Teton,Wyoming,1360
84056041,Uinta,Wyoming,901
84090056,Unassigned,Wyoming,0
84056043,Washakie,Wyoming,298
84056045,Weston,Wyoming,366
